farm_id,crop_type,county,irrigation_type,cooperative_member,farm_size_acres,years_farming_experience,num_workers_employed,rainfall_mm,soil_quality_score,market_distance_km,machinery_value_kes,fertilizer_spend_kes,pesticide_spend_kes,irrigation_maintenance_cost_kes,annual_farm_income_kes
790,Maize,Uasin Gishu,Drip,Yes,2.95,12.3,0,1249.0,68.49078792153581,1.0,29889.0,10145.0,4673.0,2208.0362437018794,401979.0
791,Horticulture,Meru,None,Yes,8.34,14.4,4,834.0,67.57828201237523,25.2,86281.0,26770.0,9131.0,,239784.0
792,Horticulture,Other,Manual,Yes,14.64,1.7,6,1041.0,56.83367177578017,48.2,105207.0,52027.0,15907.0,21765.323391285157,187013.0
793,Horticulture,Meru,Automated,Yes,19.69,7.8,5,1082.0,42.11092259699598,5.3,217630.0,56587.0,19363.0,2279.9525996422663,368227.0
794,Horticulture,Kericho,None,Yes,3.92,29.2,2,1215.0,66.62970382450645,9.9,37571.0,6553.0,6479.0,,334751.0
795,Maize,Nakuru,Drip,No,4.31,9.8,1,1445.0,77.30972631566738,12.9,50439.0,17358.0,3872.0,5665.285435486149,207261.0
796,Maize,Uasin Gishu,None,No,3.7,3.7,3,793.0,35.44847575992425,5.2,0.0,19642.0,6251.0,,116908.0
797,Dairy,Uasin Gishu,None,Yes,27.09,6.4,7,895.0,89.56621747056657,5.6,285219.0,77862.0,46525.0,,234311.0
798,Tea,Kiambu,None,Yes,3.24,11.3,1,1334.0,59.17736988641995,18.5,47784.0,11256.0,5368.0,,176384.0
799,Horticulture,Kiambu,Automated,No,2.03,4.4,2,949.0,55.762384103890994,42.0,32391.0,5587.0,1031.0,5809.436363351421,220439.0
800,Dairy,Other,Manual,Yes,5.3,31.4,2,917.0,57.64548110660494,52.7,59521.0,17142.0,9557.0,12438.334290472527,356555.0
801,Horticulture,Uasin Gishu,Manual,Yes,9.23,24.1,4,851.0,69.35905868917602,8.6,120381.0,19586.0,10098.0,6246.107301050125,481100.0
802,Maize,Kiambu,Drip,No,11.36,5.4,5,1108.0,34.24921704635935,18.8,103430.0,24473.0,6145.0,6615.122997563861,110504.0
803,Coffee,Kericho,None,Yes,1.2,22.4,3,1059.0,40.78372490759678,26.2,0.0,2803.0,1947.0,,258123.0
804,Coffee,Nakuru,Drip,Yes,3.94,9.3,1,842.0,26.097974401772518,15.2,15692.0,13196.0,7267.0,5371.681887533608,136451.0
805,Maize,Uasin Gishu,None,Yes,14.79,9.4,5,899.0,72.0359722206993,14.4,118778.0,18436.0,22395.0,,124983.0
806,Maize,Other,Drip,No,8.99,8.5,3,886.0,,21.9,69560.0,27243.0,14604.0,2578.508424730388,79678.0
807,Coffee,Nakuru,None,No,15.18,5.5,3,1276.0,60.50912136748988,15.2,165169.0,45340.0,29246.0,,256620.0
808,Maize,Kiambu,Manual,Yes,3.61,11.9,1,1265.0,79.3342166327923,29.1,23135.0,13094.0,2375.0,3681.934184965847,343212.0
809,Maize,Nakuru,None,Yes,13.09,2.3,2,1069.0,40.20527579935799,60.1,159356.0,49833.0,24707.0,,115365.0
810,Tea,Uasin Gishu,Drip,No,7.44,13.6,1,1566.0,87.87197042929826,45.2,78946.0,16211.0,12920.0,4099.0573643291555,297840.0
811,Dairy,Other,Drip,Yes,8.17,4.8,2,893.0,,4.1,52840.0,23707.0,12498.0,6419.840260306094,178452.0
812,Maize,Meru,Manual,Yes,7.26,6.8,2,632.0,53.28597002070278,23.4,44352.0,22553.0,13082.0,3743.093150771538,108265.0
813,Tea,Kiambu,Manual,Yes,9.64,7.1,2,604.0,58.17727016892265,4.5,129063.0,21717.0,19346.0,4400.939597648577,167484.0
814,Tea,Nakuru,Drip,No,10.56,17.7,5,1065.0,75.39426228334764,11.4,118303.0,38405.0,18511.0,6595.46319806139,355089.0
815,Maize,Uasin Gishu,None,No,11.01,4.9,3,1064.0,70.21611419136882,10.1,134391.0,65276.0,16019.0,,153815.0
816,Coffee,Meru,Drip,Yes,1.95,32.5,1,1091.0,69.98539309338605,29.1,0.0,6874.0,1540.0,13079.033607133675,431598.0
817,Dairy,Other,Automated,Yes,11.61,26.2,4,463.0,61.92371613765051,6.5,113013.0,35091.0,14176.0,3615.7338982057754,705223.0
818,Horticulture,Uasin Gishu,None,Yes,8.01,12.9,0,749.0,66.30069852060089,32.5,67285.0,37310.0,8279.0,,153938.0
819,Maize,Nakuru,None,Yes,8.7,6.6,1,882.0,76.27423695464681,1.3,106197.0,40832.0,18673.0,,185624.0
820,Dairy,Uasin Gishu,None,Yes,6.82,12.5,0,713.0,81.31295272111115,6.8,64534.0,21153.0,6432.0,,202327.0
821,Tea,Kericho,None,Yes,5.91,14.5,1,951.0,11.818873207077402,36.3,53696.0,17742.0,5845.0,,136578.0
822,Maize,Nakuru,None,No,12.21,6.2,3,784.0,68.00420216403741,37.0,174293.0,37909.0,8476.0,,179506.0
823,Maize,Other,None,Yes,3.02,18.4,3,1010.0,48.07090003499744,8.1,34988.0,4520.0,5523.0,,288554.0
824,Maize,Kericho,Manual,No,8.27,7.9,4,1353.0,61.22169316244275,19.5,58828.0,23547.0,16121.0,3905.547468349557,147142.0
825,Maize,Meru,None,No,8.44,13.0,4,1074.0,51.30964520943524,4.5,98119.0,36492.0,13543.0,,206222.0
826,Tea,Kiambu,Manual,No,4.55,19.0,1,782.0,16.467015971934543,13.3,64558.0,13467.0,7498.0,11410.181102017188,203002.0
827,Horticulture,Other,None,Yes,8.59,8.8,3,826.0,73.98137059612029,9.0,78229.0,33762.0,11231.0,,97866.0
828,Tea,Kericho,Manual,No,7.37,10.4,5,1061.0,30.6240115296668,9.3,17030.0,9673.0,10804.0,7530.542131757126,295052.0
829,Horticulture,Other,None,Yes,7.78,5.0,1,928.0,90.43904044490257,24.7,63667.0,23171.0,14728.0,,506584.0
830,Horticulture,Nakuru,None,Yes,10.11,16.2,3,973.0,74.87221109299017,11.8,63393.0,37987.0,7096.0,,271852.0
831,Tea,Uasin Gishu,None,Yes,1.25,14.3,0,1499.0,22.677145054354128,12.4,6286.0,6119.0,1540.0,,145281.0
832,Maize,Meru,None,Yes,2.14,13.6,0,927.0,70.95393506509127,43.3,0.0,5744.0,4318.0,,123948.0
833,Maize,Kiambu,Manual,No,9.19,14.3,3,1217.0,53.231321354736046,15.0,80359.0,32738.0,15483.0,2622.397150744544,230443.0
834,Maize,Nakuru,Drip,Yes,7.31,10.0,2,951.0,63.67350337338323,14.3,108024.0,17414.0,7493.0,3420.3053427629748,211709.0
835,Maize,Uasin Gishu,Drip,Yes,8.64,29.5,0,845.0,39.4730488134512,11.7,75307.0,26014.0,10475.0,25572.411952725586,355274.0
836,Dairy,Kiambu,Drip,Yes,3.13,10.4,2,1180.0,50.03609716338661,17.9,25782.0,9871.0,2587.0,15473.32328665723,232920.0
837,Maize,Other,None,Yes,5.69,17.5,0,1043.0,39.27654917986157,11.5,28943.0,16894.0,8236.0,,175041.0
838,Horticulture,Meru,None,No,1.61,4.3,1,1116.0,84.50086136719136,1.3,0.0,5123.0,2487.0,,288233.0
839,Coffee,Kiambu,Manual,No,2.38,3.9,1,1012.0,64.08207026697008,13.8,21025.0,7816.0,1865.0,9549.151017012664,136139.0
840,Horticulture,Nakuru,Drip,Yes,7.08,11.9,1,977.0,50.2306758491478,11.9,85242.0,12749.0,10391.0,2242.2718835790442,309760.0
841,Horticulture,Kericho,None,Yes,3.37,11.9,0,1163.0,83.85531703981586,27.7,26082.0,12008.0,5460.0,,328813.0
842,Maize,Other,Drip,Yes,7.72,2.1,1,1143.0,41.267773259315575,18.9,54978.0,20552.0,11261.0,6107.536831124922,92386.0
843,Horticulture,Nakuru,Automated,Yes,13.48,9.3,5,1224.0,81.45084165018649,25.0,77162.0,33538.0,18873.0,17410.16042401593,368152.0
844,Horticulture,Uasin Gishu,Automated,Yes,9.98,27.4,4,986.0,58.13009277377772,26.8,100643.0,50269.0,13776.0,4034.9568053151356,783774.0
845,Maize,Other,None,No,2.75,6.0,0,863.0,88.70370711785739,40.8,2802.0,11795.0,4814.0,,59481.0
846,Maize,Kericho,Automated,Yes,3.94,27.9,0,822.0,47.990925818600545,22.7,31522.0,11728.0,8059.0,7927.288370792425,401889.0
847,Tea,Kericho,Manual,No,0.7,6.9,0,645.0,46.06775163675179,12.1,0.0,1984.0,1251.0,1960.5214310433626,154062.0
848,Maize,Other,Automated,Yes,6.29,5.1,3,1011.0,51.95243446200679,2.6,98887.0,11483.0,8801.0,4272.870001928195,196588.0
849,Horticulture,Meru,None,No,3.79,26.4,1,1300.0,,26.1,22386.0,9104.0,6493.0,,348923.0
850,Maize,Kiambu,Manual,No,19.03,5.2,6,1088.0,52.57073735208731,15.6,166817.0,67533.0,18819.0,12095.6858435722,185543.0
